,invoice_no,category,item,quantity,price,customer_id,date_key,payment_method,card_type,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,day_of_week,month,year,quarter,is_holiday,total_spent,purchase_count
3307,103307,Body Care and Hygiene,Hand Sanitizer,1,10.43,907,2024-04-12,PayPal,,Dolphin Mall,Miami,Florida,US,John,Hooper,Female,20.0,2004-08-23,1.0,325.0,2.0,1.0,2021-10-14,3.0,426.14,Friday,April,2024,2024Q2,0,293.59,10
3308,103308,Body Care and Hygiene,Deodorant,2,27.65,653,2023-06-22,Credit Card - Visa,Visa,The Florida Mall,Orlando,Florida,US,Benjamin,Khan,Other,63.0,1961-06-27,1.0,579.0,4.0,1.0,2023-03-17,49.0,349.72,Thursday,June,2023,2023Q2,0,486.14,14
3309,103309,Hair Care,Conditioner,2,24.36,108,2025-02-02,PayPal,,Bloor-Yorkville,Toronto,Ontario,Canada,April,Calhoun,Other,47.0,1977-04-02,1.0,900.0,1.0,0.0,2020-05-28,5.0,170.56,Sunday,February,2025,2025Q1,1,248.2,8
3310,103310,Oral Care,Mouthwash,1,13.33,149,2020-09-12,BNPL (Buy Now, Pay Later),The Shops at La Cantera,San Antonio,Texas,US,Kathy,Moore,Other,31.0,1993-05-04,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97,Saturday,September,2020,2020Q3,1,291.16,17
3311,103311,Oral Care,Mouthwash,3,19.2,580,2024-07-25,BNPL (Buy Now, Pay Later),Bloor-Yorkville,Toronto,Ontario,Canada,Joseph,Hunter,Male,30.0,1994-09-27,0.0,178.0,2.0,1.0,2024-04-01,2.0,72.02,Thursday,July,2024,2024Q3,0,296.40999999999997,11
3312,103312,Body Care and Hygiene,Hand Sanitizer,1,20.41,244,2020-08-18,Credit Card - AMEX,AMEX,The Galleria,Houston,Texas,US,Shane,Morris,Male,52.0,1972-08-30,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36,Tuesday,August,2020,2020Q3,0,633.8,21
3313,103313,Hair Care,Conditioner,3,21.83,227,2020-11-02,Debit Card - MasterCard,MasterCard,Aventura Mall,Miami,Florida,US,James,Wright,Other,56.0,1969-02-05,1.0,204.0,5.0,1.0,2021-09-27,24.0,282.17,Monday,November,2020,2020Q4,0,314.56,11
3314,103314,Body Care and Hygiene,Deodorant,1,18.58,874,2023-04-08,Cash,,Bloor-Yorkville,Toronto,Ontario,Canada,Tammy,Williams,Male,49.0,1975-11-17,0.0,1150.0,5.0,0.0,2020-11-29,18.0,328.61,Saturday,April,2023,2023Q2,1,203.56,10
3315,103315,Body Care and Hygiene,Deodorant,3,29.25,724,2020-03-01,Apple Pay,,Brookfield Place,New York,New York,US,Leah,Mcguire,Female,26.0,1998-09-25,0.0,1046.0,10.0,1.0,2020-06-04,20.0,104.16,Sunday,March,2020,2020Q1,1,637.35,19
3316,103316,Skin Care,Moisturizer,2,62.52,98,2023-02-22,PayPal,,Roosevelt Field,Garden City,New York,US,Sherri,David,Other,28.0,1996-11-24,1.0,1541.0,6.0,1.0,2024-05-29,23.0,209.68,Wednesday,February,2023,2023Q1,0,346.21000000000004,8
3317,103317,Skin Care,Sunscreen,2,17.67,69,2024-11-20,Credit Card - AMEX,AMEX,The Oracle,Reading,Berkshire,UK,Sean,Mccormick,Male,54.0,1971-01-26,1.0,503.0,7.0,1.0,2021-11-22,13.0,387.65,Wednesday,November,2024,2024Q4,0,356.19,9
3318,103318,Body Care and Hygiene,Body Lotion,4,16.76,669,2020-04-22,Credit Card - AMEX,AMEX,Palisades Center,West Nyack,New York,US,Jeffrey,Vasquez,Male,66.0,1958-06-01,0.0,1726.0,4.0,1.0,2022-08-27,36.0,373.92,Wednesday,April,2020,2020Q2,0,336.96,12
3319,103319,Skin Care,Moisturizer,4,54.48,581,2020-02-05,Debit Card - MasterCard,MasterCard,Trafford Centre,Manchester,England,UK,Alexander,Hays,Male,65.0,1959-10-16,1.0,963.0,9.0,0.0,2020-07-10,3.0,37.28,Wednesday,February,2020,2020Q1,0,348.8,14
3320,103320,Skin Care,Sunscreen,3,82.7,362,2022-07-08,Google Pay,,Dolphin Mall,Miami,Florida,US,Janice,James,Female,63.0,1961-12-16,0.0,765.0,9.0,1.0,2023-10-02,34.0,121.43,Friday,July,2022,2022Q3,0,340.1,8
3321,103321,Skin Care,Face Wash,3,90.62,241,2020-01-24,Credit Card - AMEX,AMEX,Town Center at Boca Raton,Boca Raton,Florida,US,Victoria,Campbell,Other,59.0,1966-02-02,0.0,598.0,6.0,0.0,2024-03-16,6.0,34.24,Friday,January,2020,2020Q1,0,614.07,17
3322,103322,Hair Care,Shampoo,1,42.78,453,2022-04-07,Credit Card - AMEX,AMEX,Town Center at Boca Raton,Boca Raton,Florida,US,Scott,Wallace,Male,60.0,1965-01-09,1.0,1779.0,8.0,1.0,2020-04-02,13.0,414.25,Thursday,April,2022,2022Q2,0,542.92,15
3323,103323,Hair Care,Hair Oil,4,39.77,594,2024-09-16,Credit Card - Visa,Visa,The Trafford Centre,Manchester,Greater Manchester,UK,Maria,Mitchell,Female,57.0,1967-08-07,1.0,3.0,6.0,1.0,2022-06-26,35.0,243.79,Monday,September,2024,2024Q3,0,286.15,7
3324,103324,Oral Care,Mouthwash,1,2.02,969,2021-07-14,Google Pay,,Easton Town Center,Columbus,Ohio,US,Robert,Skinner,Female,62.0,1962-03-13,0.0,1696.0,8.0,0.0,2022-08-02,47.0,80.45,Wednesday,July,2021,2021Q3,0,502.96000000000004,16
3325,103325,Hair Care,Shampoo,4,27.11,112,2022-05-31,Credit Card - MasterCard,MasterCard,International Plaza and Bay Street,Tampa,Florida,US,Amanda,Webster,Other,44.0,1980-04-14,1.0,1346.0,10.0,0.0,2021-06-13,11.0,243.42,Tuesday,May,2022,2022Q2,0,311.34000000000003,9
3326,103326,Skin Care,Moisturizer,4,26.86,639,2022-07-28,Apple Pay,,The Galleria,Houston,Texas,US,Andrew,Estrada,Other,58.0,1966-07-01,0.0,190.0,1.0,1.0,2020-10-20,37.0,95.1,Thursday,July,2022,2022Q3,0,134.22,8
3327,103327,Skin Care,Moisturizer,1,77.78,584,2022-08-22,Google Pay,,Perimeter Mall,Atlanta,Georgia,US,Rhonda,Hart,Male,68.0,1956-04-28,0.0,989.0,4.0,0.0,2023-09-14,49.0,245.3,Monday,August,2022,2022Q3,0,377.54,11
3328,103328,Body Care and Hygiene,Body Lotion,3,18.99,488,2023-05-17,Credit Card - Visa,Visa,South Coast Plaza,Costa Mesa,California,US,Matthew,Thomas,Female,23.0,2001-07-12,1.0,160.0,1.0,1.0,2024-09-06,48.0,210.74,Wednesday,May,2023,2023Q2,0,515.84,15
3329,103329,Skin Care,Face Wash,2,45.51,803,2021-04-03,Apple Pay,,Westfield San Francisco Centre,San Francisco,California,US,Adam,Mccormick,Male,61.0,1963-07-12,1.0,1606.0,1.0,0.0,2021-06-29,15.0,455.52,Saturday,April,2021,2021Q2,1,372.25,12
3330,103330,Hair Care,Shampoo,1,37.19,289,2021-03-09,Apple Pay,,The Streets at Southpoint,Durham,North Carolina,US,Megan,Donovan,Male,58.0,1966-03-18,0.0,662.0,10.0,1.0,2025-01-19,44.0,97.18,Tuesday,March,2021,2021Q1,0,331.75,7
3331,103331,Skin Care,Face Wash,3,65.37,561,2022-05-24,Google Pay,,The Galleria,Houston,Texas,US,Christopher,Harrison,Female,55.0,1970-02-23,1.0,172.0,3.0,1.0,2023-04-27,34.0,86.74,Tuesday,May,2022,2022Q2,0,314.12,6
3332,103332,Oral Care,Toothpaste,2,18.33,391,2024-05-18,PayPal,,Easton Town Center,Columbus,Ohio,US,David,Martin,Other,63.0,1961-07-11,1.0,1535.0,8.0,0.0,2023-07-22,28.0,65.45,Saturday,May,2024,2024Q2,1,229.45,10
3333,103333,Hair Care,Conditioner,3,35.2,594,2020-07-25,Debit Card - Visa,Visa,Cherry Creek Shopping Center,Denver,Colorado,US,Maria,Mitchell,Female,57.0,1967-08-07,1.0,3.0,6.0,1.0,2022-06-26,35.0,243.79,Saturday,July,2020,2020Q3,1,286.15,7
3334,103334,Body Care and Hygiene,Body Lotion,1,9.44,927,2020-09-25,Credit Card - MasterCard,MasterCard,Bluewater Shopping Centre,Dartford,Kent,UK,Nathan,Young,Female,21.0,2003-09-05,1.0,485.0,8.0,0.0,2024-06-16,50.0,306.37,Friday,September,2020,2020Q3,0,321.5,12
3335,103335,Oral Care,Toothpaste,2,3.61,217,2021-03-26,Google Pay,,Trafford Centre,Manchester,England,UK,Scott,Donovan,Other,64.0,1960-03-28,1.0,382.0,1.0,0.0,2020-05-19,20.0,328.42,Friday,March,2021,2021Q1,0,769.75,21
3336,103336,Hair Care,Conditioner,2,17.48,882,2024-01-17,Cash,,Stanford Shopping Center,Palo Alto,California,US,Anne,Murphy,Male,23.0,2001-07-17,1.0,825.0,3.0,0.0,2023-01-11,15.0,37.14,Wednesday,January,2024,2024Q1,0,291.85999999999996,12
3337,103337,Hair Care,Conditioner,4,18.64,115,2023-03-15,Credit Card - MasterCard,MasterCard,Oakbrook Center,Oak Brook,Illinois,US,Andrew,Burgess,Female,18.0,2006-07-02,0.0,715.0,3.0,1.0,2020-04-16,10.0,484.48,Wednesday,March,2023,2023Q1,0,190.8,10
3338,103338,Body Care and Hygiene,Deodorant,2,17.84,903,2021-11-20,PayPal,,Brookfield Place,New York,New York,US,Dale,Jackson,Female,28.0,1996-10-11,1.0,1252.0,9.0,1.0,2020-08-15,40.0,22.68,Saturday,November,2021,2021Q4,1,516.31,19
3339,103339,Skin Care,Sunscreen,2,11.8,325,2022-03-20,Credit Card - AMEX,AMEX,Mall of America,Bloomington,Minnesota,US,Jean,Clark,Other,34.0,1990-11-17,1.0,1306.0,9.0,0.0,2024-07-30,24.0,225.69,Sunday,March,2022,2022Q1,1,240.69,8
3340,103340,Oral Care,Mouthwash,2,13.87,771,2020-04-19,PayPal,,The Dubai Mall,Dubai,Dubai,UAE,Brittany,Fuentes,Other,29.0,1995-04-24,0.0,1651.0,4.0,0.0,2020-09-02,43.0,37.68,Sunday,April,2020,2020Q2,1,228.58,7
3341,103341,Hair Care,Conditioner,1,15.63,825,2021-11-19,PayPal,,Bellevue Square,Bellevue,Washington,US,Michael,Pineda,Female,23.0,2001-07-01,0.0,1735.0,5.0,1.0,2021-02-27,12.0,358.36,Friday,November,2021,2021Q4,0,434.38,13
3342,103342,Body Care and Hygiene,Hand Sanitizer,3,19.19,38,2021-07-27,Debit Card - MasterCard,MasterCard,The Florida Mall,Orlando,Florida,US,Kimberly,Rice,Female,57.0,1967-09-27,1.0,1416.0,10.0,1.0,2020-02-26,9.0,427.98,Tuesday,July,2021,2021Q3,0,88.5,5
3343,103343,Body Care and Hygiene,Body Lotion,3,25.35,812,2023-04-20,Credit Card - AMEX,AMEX,Town Center at Boca Raton,Boca Raton,Florida,US,Cheryl,Martin,Male,26.0,1998-04-06,0.0,76.0,10.0,1.0,2020-03-24,25.0,376.13,Thursday,April,2023,2023Q2,0,401.53,10
3344,103344,Body Care and Hygiene,Deodorant,3,8.14,748,2022-01-03,Apple Pay,,The Streets at Southpoint,Durham,North Carolina,US,Harry,Cooke,Male,35.0,1989-07-25,0.0,87.0,1.0,1.0,2020-07-15,27.0,308.48,Monday,January,2022,2022Q1,0,305.31,15
3345,103345,Skin Care,Face Wash,1,11.75,248,2020-09-26,Google Pay,,Westfield San Francisco Centre,San Francisco,California,US,Thomas,Mason,Male,26.0,1998-06-23,1.0,247.0,10.0,0.0,2020-09-15,6.0,333.41,Saturday,September,2020,2020Q3,1,494.37,14
3346,103346,Oral Care,Mouthwash,4,10.61,565,2024-07-13,Credit Card - MasterCard,MasterCard,The Oracle,Reading,Berkshire,UK,Deanna,Potter,Male,49.0,1975-06-02,1.0,1273.0,6.0,0.0,2023-12-20,45.0,173.57,Saturday,July,2024,2024Q3,1,313.61,13
3347,103347,Hair Care,Conditioner,4,23.38,793,2023-08-31,Credit Card - AMEX,AMEX,NorthPark Center,Dallas,Texas,US,Carl,Hernandez,Other,46.0,1978-09-27,1.0,1264.0,6.0,1.0,2024-10-20,17.0,73.17,Thursday,August,2023,2023Q3,0,223.69,5
3348,103348,Body Care and Hygiene,Deodorant,2,29.62,214,2021-07-13,BNPL (Buy Now, Pay Later),The Florida Mall,Orlando,Florida,US,Cynthia,Lynch,Female,54.0,1971-01-25,1.0,84.0,10.0,0.0,2023-04-19,41.0,107.1,Tuesday,July,2021,2021Q3,0,291.45,11
3349,103349,Oral Care,Mouthwash,2,18.61,81,2020-05-16,Debit Card - Visa,Visa,International Plaza and Bay Street,Tampa,Florida,US,Scott,Bishop,Other,28.0,1997-01-30,0.0,212.0,8.0,1.0,2020-09-27,45.0,479.04,Saturday,May,2020,2020Q2,1,398.53,11
3350,103350,Hair Care,Conditioner,1,26.51,278,2024-12-05,Credit Card - AMEX,AMEX,The Streets at Southpoint,Durham,North Carolina,US,Brian,Foster,Male,51.0,1973-11-04,1.0,1790.0,1.0,1.0,2025-01-11,49.0,411.39,Thursday,December,2024,2024Q4,0,315.48,11
3351,103351,Oral Care,Toothpaste,2,19.11,527,2024-04-12,Debit Card - Visa,Visa,Westfield Stratford City,London,England,UK,Elizabeth,Thomas,Other,26.0,1998-06-05,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72,Friday,April,2024,2024Q2,0,198.3,10
3352,103352,Skin Care,Face Wash,4,48.88,227,2021-10-23,Cash,,Perimeter Mall,Atlanta,Georgia,US,James,Wright,Other,56.0,1969-02-05,1.0,204.0,5.0,1.0,2021-09-27,24.0,282.17,Saturday,October,2021,2021Q4,1,314.56,11
3353,103353,Skin Care,Moisturizer,3,95.9,334,2020-01-29,Cash,,The Grove,Los Angeles,California,US,Brianna,Perry,Other,43.0,1982-01-27,0.0,888.0,6.0,0.0,2023-10-17,40.0,106.18,Wednesday,January,2020,2020Q1,0,456.89,16
3354,103354,Hair Care,Shampoo,4,36.97,398,2024-11-15,Cash,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Tiffany,Thomas,Female,25.0,1999-07-13,1.0,1056.0,8.0,0.0,2021-08-15,30.0,280.82,Friday,November,2024,2024Q4,0,330.86,10
3355,103355,Hair Care,Shampoo,3,40.8,296,2021-02-24,Credit Card - Visa,Visa,Scottsdale Fashion Square,Scottsdale,Arizona,US,Mark,Choi,Male,41.0,1983-06-20,1.0,1514.0,9.0,1.0,2022-07-29,45.0,10.14,Wednesday,February,2021,2021Q1,0,234.24,8
3356,103356,Skin Care,Lip Balm,4,40.61,379,2024-06-23,Credit Card - MasterCard,MasterCard,The Oracle,Reading,Berkshire,UK,Kelly,Jones,Female,68.0,1957-01-27,0.0,1063.0,1.0,1.0,2021-08-17,32.0,409.54,Sunday,June,2024,2024Q2,1,396.58,12
3357,103357,Hair Care,Shampoo,1,44.87,489,2021-10-15,PayPal,,Fashion Show Mall,Las Vegas,Nevada,US,Brittany,Hall,Other,70.0,1954-12-22,1.0,610.0,3.0,1.0,2023-03-23,1.0,5.01,Friday,October,2021,2021Q4,0,415.89,17
3358,103358,Skin Care,Face Wash,4,69.25,431,2025-02-13,Apple Pay,,Perimeter Mall,Atlanta,Georgia,US,Tracy,Martinez,Female,39.0,1985-08-04,1.0,1103.0,8.0,1.0,2020-01-19,38.0,450.65,Thursday,February,2025,2025Q1,0,286.45,9
3359,103359,Hair Care,Conditioner,1,36.12,180,2021-04-27,Credit Card - MasterCard,MasterCard,South Coast Plaza,Costa Mesa,California,US,Danny,Cooper,Female,57.0,1967-11-03,0.0,967.0,2.0,0.0,2024-09-16,44.0,408.76,Tuesday,April,2021,2021Q2,0,284.65,10
3360,103360,Skin Care,Face Wash,4,80.06,379,2022-12-01,Credit Card - MasterCard,MasterCard,Bloor-Yorkville,Toronto,Ontario,Canada,Kelly,Jones,Female,68.0,1957-01-27,0.0,1063.0,1.0,1.0,2021-08-17,32.0,409.54,Thursday,December,2022,2022Q4,0,396.58,12
3361,103361,Hair Care,Hair Oil,2,29.03,124,2023-12-26,BNPL (Buy Now, Pay Later),The Grove,Los Angeles,California,US,Edward,Hernandez,Other,30.0,1994-05-28,0.0,580.0,10.0,0.0,2023-01-27,31.0,400.09,Tuesday,December,2023,2023Q4,0,336.78000000000003,8
3362,103362,Oral Care,Toothpaste,3,8.65,473,2023-06-03,Credit Card - Visa,Visa,The Mall in Columbia,Columbia,Maryland,US,Denise,Andrews,Female,56.0,1968-05-24,0.0,1506.0,7.0,0.0,2023-05-18,19.0,393.29,Saturday,June,2023,2023Q2,1,254.56,7
3363,103363,Skin Care,Lip Balm,2,36.08,160,2022-03-21,Debit Card - MasterCard,MasterCard,Yorkdale Shopping Centre,Toronto,Ontario,Canada,John,Brown,Male,41.0,1983-03-07,1.0,1583.0,9.0,0.0,2021-06-15,29.0,132.07,Monday,March,2022,2022Q1,0,234.73,10
3364,103364,Hair Care,Hair Oil,4,17.75,22,2025-02-05,Apple Pay,,Westfield Annapolis,Annapolis,Maryland,US,Andrew,Walters,Male,65.0,1959-08-29,1.0,484.0,10.0,1.0,2022-10-04,16.0,484.66,Wednesday,February,2025,2025Q1,0,285.82,10
3365,103365,Body Care and Hygiene,Deodorant,1,13.81,290,2024-12-20,Apple Pay,,Trafford Centre,Manchester,England,UK,David,Gross,Male,38.0,1986-08-01,1.0,816.0,9.0,0.0,2023-07-13,44.0,324.14,Friday,December,2024,2024Q4,0,267.14,15
3366,103366,Skin Care,Face Wash,4,15.92,167,2021-01-14,BNPL (Buy Now, Pay Later),Westfield London,London,England,UK,Tricia,Potts,Female,34.0,1990-12-08,0.0,479.0,1.0,1.0,2023-07-24,28.0,466.13,Thursday,January,2021,2021Q1,0,219.69,10
3367,103367,Skin Care,Lip Balm,2,88.95,925,2020-11-11,Cash,,West Edmonton Mall,Edmonton,Alberta,Canada,Michael,Moore,Female,61.0,1963-10-08,0.0,99.0,10.0,0.0,2022-12-28,43.0,262.8,Wednesday,November,2020,2020Q4,0,281.49,7
3368,103368,Body Care and Hygiene,Body Lotion,2,15.56,972,2023-12-28,Cash,,The Gardens Mall,Palm Beach Gardens,Florida,US,Tammy,Butler,Female,44.0,1980-10-30,0.0,1815.0,3.0,1.0,2024-12-04,26.0,97.5,Thursday,December,2023,2023Q4,0,404.41,10
3369,103369,Skin Care,Sunscreen,4,92.95,98,2021-03-31,Apple Pay,,Westfield Annapolis,Annapolis,Maryland,US,Sherri,David,Other,28.0,1996-11-24,1.0,1541.0,6.0,1.0,2024-05-29,23.0,209.68,Wednesday,March,2021,2021Q1,0,346.21000000000004,8
3370,103370,Body Care and Hygiene,Deodorant,2,14.69,53,2021-01-11,Credit Card - AMEX,AMEX,South Coast Plaza,Costa Mesa,California,US,Robert,Smith,Male,70.0,1954-05-14,0.0,253.0,5.0,0.0,2020-11-09,47.0,164.12,Monday,January,2021,2021Q1,0,293.19,16
3371,103371,Skin Care,Sunscreen,1,64.49,420,2025-01-13,Credit Card - Visa,Visa,Pheasant Lane Mall,Nashua,New Hampshire,US,Rachel,Garrett,Male,63.0,1961-04-27,0.0,1641.0,5.0,1.0,2024-12-13,38.0,486.66,Monday,January,2025,2025Q1,0,798.1,18
3372,103372,Oral Care,Toothpaste,4,17.71,176,2021-03-21,Google Pay,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Tiffany,Garcia,Male,53.0,1971-10-11,1.0,972.0,4.0,0.0,2020-11-09,26.0,397.82,Sunday,March,2021,2021Q1,1,282.89,11
3373,103373,Body Care and Hygiene,Deodorant,1,10.21,380,2022-01-14,Debit Card - Visa,Visa,Pheasant Lane Mall,Nashua,New Hampshire,US,Anne,Saunders,Female,59.0,1965-05-06,0.0,1271.0,4.0,1.0,2022-11-01,24.0,360.1,Friday,January,2022,2022Q1,0,490.86,16
3374,103374,Skin Care,Face Wash,4,54.35,1,2020-02-12,Cash,,NorthPark Center,Dallas,Texas,US,Patricia,Macdonald,Female,51.0,1973-12-16,1.0,590.0,3.0,0.0,2022-03-10,49.0,453.22,Wednesday,February,2020,2020Q1,0,239.27,9
3375,103375,Oral Care,Toothpaste,3,2.93,660,2022-11-01,Apple Pay,,Westfield Annapolis,Annapolis,Maryland,US,Jessica,Carter,Male,31.0,1993-11-16,0.0,874.0,3.0,0.0,2022-01-16,23.0,17.37,Tuesday,November,2022,2022Q4,0,418.87,12
3376,103376,Skin Care,Lip Balm,3,25.01,903,2022-03-08,PayPal,,Palisades Center,West Nyack,New York,US,Dale,Jackson,Female,28.0,1996-10-11,1.0,1252.0,9.0,1.0,2020-08-15,40.0,22.68,Tuesday,March,2022,2022Q1,0,516.31,19
3377,103377,Oral Care,Mouthwash,2,6.66,90,2021-02-22,Credit Card - AMEX,AMEX,Westfield Century City,Los Angeles,California,US,Douglas,Cooley,Male,62.0,1962-06-15,0.0,1315.0,6.0,0.0,2024-09-19,17.0,151.58,Monday,February,2021,2021Q1,0,487.67,18
3378,103378,Oral Care,Mouthwash,4,10.16,412,2022-10-31,Credit Card - Visa,Visa,The Domain,Austin,Texas,US,Curtis,Salazar,Other,53.0,1972-02-01,0.0,489.0,6.0,1.0,2023-02-11,21.0,15.36,Monday,October,2022,2022Q4,0,528.64,14
3379,103379,Hair Care,Shampoo,4,41.79,987,2023-11-27,Credit Card - AMEX,AMEX,Bloor-Yorkville,Toronto,Ontario,Canada,Jason,Green,Female,47.0,1977-11-04,1.0,1798.0,4.0,1.0,2024-04-24,3.0,33.86,Monday,November,2023,2023Q4,0,217.66,7
3380,103380,Oral Care,Mouthwash,2,12.1,336,2020-06-25,BNPL (Buy Now, Pay Later),Bullring & Grand Central,Birmingham,West Midlands,UK,James,Nelson,Female,24.0,2000-09-30,1.0,607.0,6.0,0.0,2020-07-13,31.0,162.93,Thursday,June,2020,2020Q2,0,157.11,10
3381,103381,Oral Care,Mouthwash,1,2.75,608,2024-11-17,Google Pay,,Dolphin Mall,Miami,Florida,US,Laurie,Reyes,Other,62.0,1962-12-10,1.0,1079.0,8.0,1.0,2022-10-29,21.0,14.79,Sunday,November,2024,2024Q4,1,546.73,16
3382,103382,Body Care and Hygiene,Hand Sanitizer,4,11.67,734,2022-04-20,Google Pay,,Aventura Mall,Miami,Florida,US,Bruce,Jackson,Female,51.0,1973-09-02,1.0,853.0,10.0,0.0,2023-05-27,24.0,191.67,Wednesday,April,2022,2022Q2,0,165.19,8
3383,103383,Skin Care,Sunscreen,1,65.44,990,2021-04-16,Apple Pay,,The Oracle,Reading,Berkshire,UK,Stephanie,Wood,Other,40.0,1984-11-25,0.0,553.0,1.0,0.0,2024-05-05,46.0,328.18,Friday,April,2021,2021Q2,0,278.7,10
3384,103384,Hair Care,Shampoo,1,46.17,494,2022-02-10,Credit Card - MasterCard,MasterCard,Stanford Shopping Center,Palo Alto,California,US,Rebekah,Ryan,Male,36.0,1988-05-07,0.0,1568.0,3.0,0.0,2020-03-29,10.0,251.03,Thursday,February,2022,2022Q1,0,629.6700000000001,16
3385,103385,Hair Care,Conditioner,1,19.2,990,2023-12-05,Debit Card - Visa,Visa,The Florida Mall,Orlando,Florida,US,Stephanie,Wood,Other,40.0,1984-11-25,0.0,553.0,1.0,0.0,2024-05-05,46.0,328.18,Tuesday,December,2023,2023Q4,0,278.7,10
3386,103386,Skin Care,Moisturizer,1,57.26,897,2021-06-09,Credit Card - MasterCard,MasterCard,SouthPark,Charlotte,North Carolina,US,Victoria,Kemp,Other,41.0,1983-02-28,0.0,91.0,9.0,1.0,2021-01-28,18.0,304.69,Wednesday,June,2021,2021Q2,0,277.99,11
3387,103387,Hair Care,Hair Oil,1,31.39,754,2024-04-26,Google Pay,,Bullring & Grand Central,Birmingham,West Midlands,UK,Christopher,Harrison,Other,30.0,1994-05-09,1.0,481.0,3.0,1.0,2021-04-16,21.0,287.27,Friday,April,2024,2024Q2,0,138.23000000000002,6
3388,103388,Skin Care,Lip Balm,3,91.43,660,2021-02-06,PayPal,,Fashion Show Mall,Las Vegas,Nevada,US,Jessica,Carter,Male,31.0,1993-11-16,0.0,874.0,3.0,0.0,2022-01-16,23.0,17.37,Saturday,February,2021,2021Q1,1,418.87,12
3389,103389,Body Care and Hygiene,Deodorant,3,16.55,985,2020-02-20,Debit Card - Visa,Visa,Arndale Centre,Manchester,Greater Manchester,UK,Joshua,Moore,Other,52.0,1972-04-28,0.0,385.0,8.0,0.0,2023-12-22,2.0,359.47,Thursday,February,2020,2020Q1,0,324.39,12
3390,103390,Oral Care,Toothpaste,3,2.49,250,2020-11-19,Debit Card - MasterCard,MasterCard,Aventura Mall,Miami,Florida,US,Matthew,Bishop,Male,52.0,1972-10-19,1.0,1633.0,8.0,1.0,2023-06-12,2.0,353.99,Thursday,November,2020,2020Q4,0,309.61,10
3391,103391,Body Care and Hygiene,Deodorant,1,16.55,633,2024-12-17,Google Pay,,Lenox Square,Atlanta,Georgia,US,Rebecca,Walker,Female,19.0,2006-01-01,0.0,1084.0,4.0,0.0,2021-02-03,3.0,262.66,Tuesday,December,2024,2024Q4,0,194.93,9
3392,103392,Oral Care,Mouthwash,2,4.12,382,2022-06-16,Credit Card - AMEX,AMEX,Perimeter Mall,Atlanta,Georgia,US,Theresa,Reynolds,Male,47.0,1978-01-04,1.0,1388.0,6.0,0.0,2024-03-17,14.0,78.94,Thursday,June,2022,2022Q2,0,209.46,9
3393,103393,Body Care and Hygiene,Hand Sanitizer,2,3.55,44,2021-04-04,Credit Card - MasterCard,MasterCard,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Michelle,Ruiz,Male,40.0,1984-03-10,1.0,503.0,5.0,1.0,2021-01-22,6.0,402.05,Sunday,April,2021,2021Q2,1,513.15,19
3394,103394,Skin Care,Face Wash,4,15.81,271,2021-07-01,PayPal,,West Edmonton Mall,Edmonton,Alberta,Canada,Beth,Floyd,Other,18.0,2006-09-23,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75,Thursday,July,2021,2021Q3,0,519.42,21
3395,103395,Skin Care,Face Wash,4,45.9,204,2022-02-18,PayPal,,The Americana at Brand,Glendale,California,US,James,Cohen,Female,21.0,2003-03-01,1.0,1644.0,4.0,0.0,2021-01-25,50.0,290.52,Friday,February,2022,2022Q1,0,254.16,7
3396,103396,Skin Care,Sunscreen,4,77.29,418,2020-02-13,Credit Card - MasterCard,MasterCard,King of Prussia Mall,Philadelphia,Pennsylvania,US,Scott,Taylor,Male,33.0,1991-06-12,0.0,257.0,4.0,0.0,2022-01-14,50.0,58.33,Thursday,February,2020,2020Q1,0,362.14,8
3397,103397,Body Care and Hygiene,Deodorant,4,7.55,734,2020-12-22,Cash,,Arndale Centre,Manchester,Greater Manchester,UK,Bruce,Jackson,Female,51.0,1973-09-02,1.0,853.0,10.0,0.0,2023-05-27,24.0,191.67,Tuesday,December,2020,2020Q4,0,165.19,8
3398,103398,Oral Care,Mouthwash,4,12.81,655,2023-01-23,Debit Card - MasterCard,MasterCard,Bellevue Square,Bellevue,Washington,US,Derrick,Banks,Male,40.0,1984-11-24,0.0,1177.0,4.0,0.0,2021-11-28,42.0,360.37,Monday,January,2023,2023Q1,0,193.15,5
3399,103399,Hair Care,Shampoo,2,6.94,84,2020-11-21,Cash,,The Galleria,Houston,Texas,US,Joseph,Wilkinson,Female,39.0,1985-05-21,0.0,1522.0,9.0,1.0,2023-05-04,8.0,304.54,Saturday,November,2020,2020Q4,1,209.93,9
3400,103400,Skin Care,Lip Balm,4,29.34,354,2021-03-15,Credit Card - AMEX,AMEX,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Jeremy,Wilson,Female,48.0,1976-12-08,1.0,569.0,8.0,1.0,2021-02-22,50.0,419.49,Monday,March,2021,2021Q1,0,335.08,11
